,bangalore,chennai,cochin,gurgaon,hosur,noida,visakapatinam,travel,hometown
74,0,1,0,0,0,0,0,False,True
75,0,1,0,0,0,0,0,False,True
76,0,1,0,0,0,0,0,False,True
77,0,1,0,0,0,0,0,False,True
78,0,1,0,0,0,0,0,False,True
79,0,1,0,0,0,0,0,False,True
80,0,1,0,0,0,0,0,False,True
81,0,1,0,0,0,0,0,False,True
82,0,1,0,0,0,0,0,False,True
83,0,1,0,0,0,0,0,False,True
84,0,1,0,0,0,0,0,False,True
85,0,1,0,0,0,0,0,False,True
86,0,1,0,0,0,0,0,False,True
87,0,1,0,0,0,0,0,False,True
88,0,1,0,0,0,0,0,False,True
89,0,1,0,0,0,0,0,False,True
90,0,1,0,0,0,0,0,False,True
91,0,1,0,0,0,0,0,False,True
92,0,1,0,0,0,0,0,False,False
93,0,1,0,0,0,0,0,False,True
94,0,1,0,0,0,0,0,False,True
95,0,1,0,0,0,0,0,False,True
96,0,1,0,0,0,0,0,False,False
97,0,1,0,0,0,0,0,False,False
98,0,1,0,0,0,0,0,False,False
99,0,1,0,0,0,0,0,False,True
100,0,1,0,0,0,0,0,False,True
101,0,1,0,0,0,0,0,False,True
102,0,1,0,0,0,0,0,False,True
103,0,1,0,0,0,0,0,False,True
104,0,1,0,0,0,0,0,False,True
105,0,1,0,0,0,0,0,False,True
106,0,1,0,0,0,0,0,False,False
107,0,1,0,0,0,0,0,False,False
108,0,1,0,0,0,0,0,False,True
109,0,1,0,0,0,0,0,False,True
110,0,1,0,0,0,0,0,False,False
111,0,1,0,0,0,0,0,False,False
112,0,1,0,0,0,0,0,False,True
113,0,1,0,0,0,0,0,False,True
114,0,1,0,0,0,0,0,False,False
115,0,1,0,0,0,0,0,False,False
116,0,1,0,0,0,0,0,False,False
117,0,1,0,0,0,0,0,False,False
118,0,1,0,0,0,0,0,False,False
119,0,1,0,0,0,0,0,False,False
120,0,1,0,0,0,0,0,False,True
121,0,1,0,0,0,0,0,False,True
122,0,1,0,0,0,0,0,False,True
123,0,1,0,0,0,0,0,False,True
124,0,1,0,0,0,0,0,False,True
125,0,1,0,0,0,0,0,False,True
126,0,1,0,0,0,0,0,False,True
127,0,1,0,0,0,0,0,False,True
128,0,1,0,0,0,0,0,False,True
129,0,1,0,0,0,0,0,False,True
130,0,1,0,0,0,0,0,False,True
131,0,1,0,0,0,0,0,False,True
132,0,1,0,0,0,0,0,False,True
133,1,0,0,0,0,0,0,False,True
134,1,0,0,0,0,0,0,False,False
135,1,0,0,0,0,0,0,False,False
136,1,0,0,0,0,0,0,False,False
137,1,0,0,0,0,0,0,False,True
138,1,0,0,0,0,0,0,False,True
139,1,0,0,0,0,0,0,False,True
140,1,0,0,0,0,0,0,False,False
141,1,0,0,0,0,0,0,False,False
142,1,0,0,0,0,0,0,False,False
143,1,0,0,0,0,0,0,False,False
144,1,0,0,0,0,0,0,False,True
145,1,0,0,0,0,0,0,False,False
146,1,0,0,0,0,0,0,False,False
147,1,0,0,0,0,0,0,False,True
148,1,0,0,0,0,0,0,False,True
149,1,0,0,0,0,0,0,False,True
150,1,0,0,0,0,0,0,False,True
151,1,0,0,0,0,0,0,False,False
152,1,0,0,0,0,0,0,False,True
153,1,0,0,0,0,0,0,False,True
154,1,0,0,0,0,0,0,False,True
155,1,0,0,0,0,0,0,False,True
156,1,0,0,0,0,0,0,False,True
157,1,0,0,0,0,0,0,False,True
158,1,0,0,0,0,0,0,False,True
159,1,0,0,0,0,0,0,False,True
160,1,0,0,0,0,0,0,False,True
161,1,0,0,0,0,0,0,False,True
162,1,0,0,0,0,0,0,False,True
163,1,0,0,0,0,0,0,False,True
164,1,0,0,0,0,0,0,False,True
165,1,0,0,0,0,0,0,False,True
166,1,0,0,0,0,0,0,False,True
167,1,0,0,0,0,0,0,False,True
168,1,0,0,0,0,0,0,False,True
169,1,0,0,0,0,0,0,False,True
170,1,0,0,0,0,0,0,False,True
171,1,0,0,0,0,0,0,False,True
172,1,0,0,0,0,0,0,False,True
173,1,0,0,0,0,0,0,False,True
174,1,0,0,0,0,0,0,False,True
175,1,0,0,0,0,0,0,False,True
176,1,0,0,0,0,0,0,False,True
177,1,0,0,0,0,0,0,False,True
178,1,0,0,0,0,0,0,False,True
179,1,0,0,0,0,0,0,False,True
180,1,0,0,0,0,0,0,False,True
181,1,0,0,0,0,0,0,False,True
182,1,0,0,0,0,0,0,False,True
183,1,0,0,0,0,0,0,False,True
184,1,0,0,0,0,0,0,False,True
185,1,0,0,0,0,0,0,False,True
186,1,0,0,0,0,0,0,False,True
187,1,0,0,0,0,0,0,False,True
188,1,0,0,0,0,0,0,False,True
189,1,0,0,0,0,0,0,False,True
190,1,0,0,0,0,0,0,False,True
191,1,0,0,0,0,0,0,False,True
192,1,0,0,0,0,0,0,False,True
193,1,0,0,0,0,0,0,False,True
194,1,0,0,0,0,0,0,False,True
195,1,0,0,0,0,0,0,False,True
196,1,0,0,0,0,0,0,False,True
197,1,0,0,0,0,0,0,False,True
198,1,0,0,0,0,0,0,False,True
199,1,0,0,0,0,0,0,False,True
200,1,0,0,0,0,0,0,False,True
201,1,0,0,0,0,0,0,False,True
202,1,0,0,0,0,0,0,False,True
203,1,0,0,0,0,0,0,False,True
204,1,0,0,0,0,0,0,False,True
205,1,0,0,0,0,0,0,False,True
206,1,0,0,0,0,0,0,False,True
207,1,0,0,0,0,0,0,False,True
208,1,0,0,0,0,0,0,False,True
209,1,0,0,0,0,0,0,False,True
210,1,0,0,0,0,0,0,False,True
211,1,0,0,0,0,0,0,False,True
212,1,0,0,0,0,0,0,False,True
213,1,0,0,0,0,0,0,False,True
214,1,0,0,0,0,0,0,False,True
215,1,0,0,0,0,0,0,False,True
216,1,0,0,0,0,0,0,False,True
217,1,0,0,0,0,0,0,False,True
218,1,0,0,0,0,0,0,False,True
219,1,0,0,0,0,0,0,False,True
220,1,0,0,0,0,0,0,False,True
221,1,0,0,0,0,0,0,False,True
222,1,0,0,0,0,0,0,False,True
223,1,0,0,0,0,0,0,False,True
224,1,0,0,0,0,0,0,False,True
225,1,0,0,0,0,0,0,False,True
226,1,0,0,0,0,0,0,False,True
227,1,0,0,0,0,0,0,False,True
228,1,0,0,0,0,0,0,False,True
229,1,0,0,0,0,0,0,False,True
230,1,0,0,0,0,0,0,False,True
231,1,0,0,0,0,0,0,False,True
232,1,0,0,0,0,0,0,False,True
233,1,0,0,0,0,0,0,False,True
234,1,0,0,0,0,0,0,False,True
235,1,0,0,0,0,0,0,False,True
236,1,0,0,0,0,0,0,False,True
237,1,0,0,0,0,0,0,False,True
238,1,0,0,0,0,0,0,False,True
239,1,0,0,0,0,0,0,False,True
240,1,0,0,0,0,0,0,False,True
241,1,0,0,0,0,0,0,False,True
242,1,0,0,0,0,0,0,False,False
243,1,0,0,0,0,0,0,False,True
244,1,0,0,0,0,0,0,False,False
245,1,0,0,0,0,0,0,False,False
246,1,0,0,0,0,0,0,False,False
247,1,0,0,0,0,0,0,False,False
248,1,0,0,0,0,0,0,False,False
249,1,0,0,0,0,0,0,False,False
250,1,0,0,0,0,0,0,False,False
251,1,0,0,0,0,0,0,False,False
252,1,0,0,0,0,0,0,False,True
253,1,0,0,0,0,0,0,False,True
254,1,0,0,0,0,0,0,False,True
255,1,0,0,0,0,0,0,False,False
256,1,0,0,0,0,0,0,False,False
257,1,0,0,0,0,0,0,False,False
258,1,0,0,0,0,0,0,False,False
259,1,0,0,0,0,0,0,False,False
260,1,0,0,0,0,0,0,False,False
261,1,0,0,0,0,0,0,False,False
262,1,0,0,0,0,0,0,False,False
263,1,0,0,0,0,0,0,False,False
264,1,0,0,0,0,0,0,False,False
265,1,0,0,0,0,0,0,False,False
266,1,0,0,0,0,0,0,False,False
267,1,0,0,0,0,0,0,False,False
268,1,0,0,0,0,0,0,False,True
269,1,0,0,0,0,0,0,False,False
270,1,0,0,0,0,0,0,False,False
271,1,0,0,0,0,0,0,False,False
272,1,0,0,0,0,0,0,False,False
273,1,0,0,0,0,0,0,False,False
274,1,0,0,0,0,0,0,False,False
275,1,0,0,0,0,0,0,False,True
276,1,0,0,0,0,0,0,False,False
277,1,0,0,0,0,0,0,False,False
278,1,0,0,0,0,0,0,False,False
279,1,0,0,0,0,0,0,False,False
280,1,0,0,0,0,0,0,False,False
281,1,0,0,0,0,0,0,False,True
282,1,0,0,0,0,0,0,False,True
283,1,0,0,0,0,0,0,False,True
284,1,0,0,0,0,0,0,False,False
285,1,0,0,0,0,0,0,False,False
286,1,0,0,0,0,0,0,False,False
287,1,0,0,0,0,0,0,False,False
288,1,0,0,0,0,0,0,False,False
289,1,0,0,0,0,0,0,False,False
290,1,0,0,0,0,0,0,False,True
291,1,0,0,0,0,0,0,False,False
292,1,0,0,0,0,0,0,False,False
293,1,0,0,0,0,0,0,False,False
294,1,0,0,0,0,0,0,False,False
295,1,0,0,0,0,0,0,False,False
296,1,0,0,0,0,0,0,False,False
297,1,0,0,0,0,0,0,False,True
298,1,0,0,0,0,0,0,False,True
299,1,0,0,0,0,0,0,False,True
300,1,0,0,0,0,0,0,False,False
301,1,0,0,0,0,0,0,False,False
302,1,0,0,0,0,0,0,False,True
303,1,0,0,0,0,0,0,False,True
304,1,0,0,0,0,0,0,False,True
305,1,0,0,0,0,0,0,False,False
306,1,0,0,0,0,0,0,False,False
307,1,0,0,0,0,0,0,False,False
308,1,0,0,0,0,0,0,False,False
309,1,0,0,0,0,0,0,False,False
310,1,0,0,0,0,0,0,False,False
311,1,0,0,0,0,0,0,False,False
312,1,0,0,0,0,0,0,False,True
313,1,0,0,0,0,0,0,False,True
314,1,0,0,0,0,0,0,False,True
315,1,0,0,0,0,0,0,False,True
316,1,0,0,0,0,0,0,False,True
317,1,0,0,0,0,0,0,False,True
318,1,0,0,0,0,0,0,False,False
319,1,0,0,0,0,0,0,False,False
320,1,0,0,0,0,0,0,False,False
321,1,0,0,0,0,0,0,False,False
322,1,0,0,0,0,0,0,False,True
323,1,0,0,0,0,0,0,False,False
324,1,0,0,0,0,0,0,False,False
325,0,1,0,0,0,0,0,False,True
326,0,1,0,0,0,0,0,False,False
327,0,1,0,0,0,0,0,False,True
328,0,1,0,0,0,0,0,False,True
329,0,1,0,0,0,0,0,False,True
330,0,1,0,0,0,0,0,False,True
331,0,1,0,0,0,0,0,False,True
332,0,1,0,0,0,0,0,False,False
333,0,1,0,0,0,0,0,False,True
334,0,1,0,0,0,0,0,False,True
335,0,1,0,0,0,0,0,False,True
336,0,1,0,0,0,0,0,False,True
337,0,1,0,0,0,0,0,False,True
338,0,1,0,0,0,0,0,False,True
339,0,1,0,0,0,0,0,False,True
340,0,1,0,0,0,0,0,False,True
341,0,1,0,0,0,0,0,False,True
342,0,1,0,0,0,0,0,False,False
343,0,1,0,0,0,0,0,False,False
344,0,1,0,0,0,0,0,False,False
345,0,1,0,0,0,0,0,False,True
346,0,1,0,0,0,0,0,False,True
347,0,1,0,0,0,0,0,False,False
348,0,1,0,0,0,0,0,False,True
349,0,1,0,0,0,0,0,False,True
350,0,1,0,0,0,0,0,False,True
351,0,1,0,0,0,0,0,False,False
352,0,1,0,0,0,0,0,False,False
353,0,1,0,0,0,0,0,False,False
354,0,1,0,0,0,0,0,False,False
355,0,1,0,0,0,0,0,False,False
356,0,1,0,0,0,0,0,False,True
357,0,1,0,0,0,0,0,False,False
358,0,1,0,0,0,0,0,False,False
359,0,1,0,0,0,0,0,False,False
360,0,1,0,0,0,0,0,False,False
361,0,1,0,0,0,0,0,False,False
362,0,1,0,0,0,0,0,False,False
363,0,1,0,0,0,0,0,False,False
364,0,1,0,0,0,0,0,False,False
365,0,1,0,0,0,0,0,False,False
366,0,1,0,0,0,0,0,False,False
367,0,1,0,0,0,0,0,False,False
368,0,1,0,0,0,0,0,False,False
369,0,1,0,0,0,0,0,True,False
370,0,0,0,0,0,0,1,True,True
371,0,0,0,0,0,0,1,False,False
372,0,0,0,0,0,0,1,True,False
373,0,0,0,0,0,0,1,False,False
374,0,0,0,0,0,0,1,False,False
375,0,0,0,0,0,0,1,False,False
376,0,0,0,0,0,0,1,False,True
377,0,0,0,0,0,0,1,False,True
378,0,0,0,0,0,0,1,False,False
379,0,0,0,0,0,0,1,False,False
380,0,0,0,0,0,0,1,False,False
381,0,0,0,0,0,0,1,False,False
382,0,0,0,0,0,0,1,False,False
383,0,0,0,0,0,0,1,False,False
384,0,0,0,0,0,0,1,True,False
385,0,0,0,0,0,0,1,True,False
386,0,0,0,0,0,0,1,False,False
387,0,0,0,0,0,0,1,False,False
388,0,0,0,0,0,0,1,False,False
389,0,0,0,0,0,0,1,False,False
390,0,0,0,0,0,0,1,False,False
391,0,1,0,0,0,0,0,False,True
392,0,1,0,0,0,0,0,False,True
393,0,1,0,0,0,0,0,False,True
394,0,1,0,0,0,0,0,False,False
395,0,1,0,0,0,0,0,False,False
396,0,1,0,0,0,0,0,False,True
397,0,1,0,0,0,0,0,False,True
398,0,1,0,0,0,0,0,False,False
399,0,1,0,0,0,0,0,False,True
400,0,1,0,0,0,0,0,False,True
401,0,1,0,0,0,0,0,False,False
402,0,1,0,0,0,0,0,False,True
403,0,1,0,0,0,0,0,False,True
404,0,1,0,0,0,0,0,False,True
405,0,1,0,0,0,0,0,False,False
406,0,1,0,0,0,0,0,False,True
407,0,1,0,0,0,0,0,False,True
408,0,1,0,0,0,0,0,False,False
409,0,1,0,0,0,0,0,False,False
410,0,1,0,0,0,0,0,False,True
411,0,1,0,0,0,0,0,False,True
412,0,1,0,0,0,0,0,False,True
413,0,1,0,0,0,0,0,False,True
414,0,1,0,0,0,0,0,False,True
415,0,1,0,0,0,0,0,False,True
416,0,1,0,0,0,0,0,False,True
417,0,1,0,0,0,0,0,False,True
418,0,1,0,0,0,0,0,False,True
419,0,1,0,0,0,0,0,False,False
420,0,1,0,0,0,0,0,False,False
421,0,1,0,0,0,0,0,False,True
422,0,1,0,0,0,0,0,False,True
423,0,1,0,0,0,0,0,False,True
424,0,1,0,0,0,0,0,False,True
425,0,1,0,0,0,0,0,False,True
426,0,1,0,0,0,0,0,False,False
427,0,1,0,0,0,0,0,False,True
428,0,1,0,0,0,0,0,False,False
429,0,1,0,0,0,0,0,False,True
430,0,1,0,0,0,0,0,False,False
431,0,1,0,0,0,0,0,False,True
432,0,1,0,0,0,0,0,False,False
433,0,1,0,0,0,0,0,False,False
434,0,1,0,0,0,0,0,False,True
435,0,1,0,0,0,0,0,False,True
436,0,1,0,0,0,0,0,False,True
437,0,1,0,0,0,0,0,True,True
438,0,1,0,0,0,0,0,True,True
439,0,1,0,0,0,0,0,True,False
440,0,1,0,0,0,0,0,True,False
441,0,1,0,0,0,0,0,True,False
442,0,1,0,0,0,0,0,True,False
443,0,1,0,0,0,0,0,True,True
444,0,1,0,0,0,0,0,True,False
445,0,1,0,0,0,0,0,True,True
446,0,1,0,0,0,0,0,True,True
447,0,1,0,0,0,0,0,True,True
448,0,1,0,0,0,0,0,True,False
449,0,1,0,0,0,0,0,True,False
450,0,1,0,0,0,0,0,True,True
451,1,0,0,0,0,0,0,False,False
452,1,0,0,0,0,0,0,False,False
453,1,0,0,0,0,0,0,False,False
454,1,0,0,0,0,0,0,False,False
455,1,0,0,0,0,0,0,False,False
456,1,0,0,0,0,0,0,False,False
457,1,0,0,0,0,0,0,False,False
458,1,0,0,0,0,0,0,False,False
459,1,0,0,0,0,0,0,False,False
460,1,0,0,0,0,0,0,False,False
461,1,0,0,0,0,0,0,False,False
462,1,0,0,0,0,0,0,False,False
463,1,0,0,0,0,0,0,False,False
464,1,0,0,0,0,0,0,False,False
465,1,0,0,0,0,0,0,False,False
466,1,0,0,0,0,0,0,False,False
467,1,0,0,0,0,0,0,False,False
468,0,0,0,1,0,0,0,False,True
469,0,0,0,1,0,0,0,False,True
470,0,1,0,0,0,0,0,False,True
471,0,1,0,0,0,0,0,False,True
472,0,1,0,0,0,0,0,False,True
473,0,1,0,0,0,0,0,False,True
474,0,1,0,0,0,0,0,False,False
475,0,1,0,0,0,0,0,False,True
476,0,1,0,0,0,0,0,False,False
477,0,1,0,0,0,0,0,False,True
478,0,1,0,0,0,0,0,False,False
479,0,1,0,0,0,0,0,False,False
480,0,1,0,0,0,0,0,False,False
481,0,1,0,0,0,0,0,False,False
482,0,1,0,0,0,0,0,False,False
483,0,1,0,0,0,0,0,False,False
484,0,1,0,0,0,0,0,False,False
485,0,1,0,0,0,0,0,False,True
486,0,1,0,0,0,0,0,False,True
487,0,1,0,0,0,0,0,False,True
488,0,1,0,0,0,0,0,False,True
489,0,1,0,0,0,0,0,False,True
490,0,1,0,0,0,0,0,False,False
491,0,1,0,0,0,0,0,False,True
492,0,1,0,0,0,0,0,False,False
493,0,1,0,0,0,0,0,False,True
494,0,1,0,0,0,0,0,False,False
495,0,0,0,1,0,0,0,False,True
496,0,0,0,1,0,0,0,False,False
497,0,0,0,1,0,0,0,True,False
498,0,1,0,0,0,0,0,False,True
499,0,1,0,0,0,0,0,False,True
500,0,1,0,0,0,0,0,False,True
501,0,1,0,0,0,0,0,False,False
502,0,1,0,0,0,0,0,False,False
503,0,1,0,0,0,0,0,False,True
504,0,1,0,0,0,0,0,False,True
505,0,1,0,0,0,0,0,False,False
506,0,1,0,0,0,0,0,False,False
507,0,1,0,0,0,0,0,False,False
508,0,1,0,0,0,0,0,False,False
509,0,1,0,0,0,0,0,False,True
510,0,1,0,0,0,0,0,False,False
511,0,1,0,0,0,0,0,False,False
512,0,1,0,0,0,0,0,False,False
513,0,1,0,0,0,0,0,False,False
514,0,1,0,0,0,0,0,False,False
515,0,1,0,0,0,0,0,False,False
516,0,1,0,0,0,0,0,False,False
517,0,1,0,0,0,0,0,False,False
518,0,1,0,0,0,0,0,False,False
519,0,1,0,0,0,0,0,False,False
520,0,1,0,0,0,0,0,False,False
521,0,1,0,0,0,0,0,False,False
522,0,1,0,0,0,0,0,False,False
523,0,1,0,0,0,0,0,False,False
524,0,1,0,0,0,0,0,False,True
525,0,1,0,0,0,0,0,False,True
526,0,1,0,0,0,0,0,False,True
527,0,1,0,0,0,0,0,False,True
528,0,1,0,0,0,0,0,False,True
529,0,1,0,0,0,0,0,False,True
530,0,1,0,0,0,0,0,False,True
531,0,1,0,0,0,0,0,False,True
532,0,1,0,0,0,0,0,False,False
533,0,1,0,0,0,0,0,False,False
534,0,1,0,0,0,0,0,False,False
535,0,1,0,0,0,0,0,False,False
536,0,1,0,0,0,0,0,False,False
537,0,1,0,0,0,0,0,False,False
538,0,1,0,0,0,0,0,False,False
539,0,1,0,0,0,0,0,False,True
540,0,1,0,0,0,0,0,False,True
541,0,1,0,0,0,0,0,False,True
542,0,1,0,0,0,0,0,False,False
543,0,1,0,0,0,0,0,False,False
544,0,1,0,0,0,0,0,False,True
545,0,1,0,0,0,0,0,False,True
546,0,1,0,0,0,0,0,False,True
547,0,1,0,0,0,0,0,False,True
548,0,1,0,0,0,0,0,False,False
549,0,1,0,0,0,0,0,False,True
550,0,1,0,0,0,0,0,False,True
551,0,1,0,0,0,0,0,False,True
552,0,1,0,0,0,0,0,False,True
553,0,1,0,0,0,0,0,False,True
554,0,1,0,0,0,0,0,False,True
555,0,1,0,0,0,0,0,False,True
556,0,1,0,0,0,0,0,False,False
557,0,1,0,0,0,0,0,False,True
558,0,1,0,0,0,0,0,False,True
559,0,1,0,0,0,0,0,False,True
560,0,1,0,0,0,0,0,False,False
561,0,1,0,0,0,0,0,False,False
562,0,1,0,0,0,0,0,False,False
563,0,1,0,0,0,0,0,False,True
564,0,1,0,0,0,0,0,False,True
565,0,1,0,0,0,0,0,False,True
566,0,1,0,0,0,0,0,False,True
567,0,1,0,0,0,0,0,False,False
568,0,1,0,0,0,0,0,False,False
569,0,1,0,0,0,0,0,False,True
570,0,1,0,0,0,0,0,False,True
571,0,1,0,0,0,0,0,False,True
572,0,1,0,0,0,0,0,False,True
573,0,1,0,0,0,0,0,False,True
574,0,1,0,0,0,0,0,False,True
575,0,1,0,0,0,0,0,False,True
576,0,1,0,0,0,0,0,False,True
577,0,1,0,0,0,0,0,False,True
578,0,1,0,0,0,0,0,False,True
579,0,1,0,0,0,0,0,False,True
580,0,1,0,0,0,0,0,False,True
581,0,1,0,0,0,0,0,False,True
582,0,1,0,0,0,0,0,False,True
583,0,1,0,0,0,0,0,False,True
584,0,1,0,0,0,0,0,False,False
585,0,1,0,0,0,0,0,False,False
586,0,1,0,0,0,0,0,False,False
587,0,1,0,0,0,0,0,False,False
588,0,1,0,0,0,0,0,False,True
589,0,1,0,0,0,0,0,False,True
590,0,1,0,0,0,0,0,False,True
591,0,1,0,0,0,0,0,False,True
592,0,1,0,0,0,0,0,False,False
593,0,1,0,0,0,0,0,False,False
594,0,1,0,0,0,0,0,False,True
595,0,1,0,0,0,0,0,False,True
596,0,1,0,0,0,0,0,False,False
597,0,1,0,0,0,0,0,False,False
598,0,1,0,0,0,0,0,False,True
599,0,1,0,0,0,0,0,False,False
600,0,1,0,0,0,0,0,False,False
601,0,1,0,0,0,0,0,False,False
602,0,1,0,0,0,0,0,False,True
603,0,1,0,0,0,0,0,False,False
604,0,1,0,0,0,0,0,False,False
605,0,1,0,0,0,0,0,False,False
606,0,1,0,0,0,0,0,False,True
607,0,1,0,0,0,0,0,False,True
608,0,1,0,0,0,0,0,False,True
609,0,1,0,0,0,0,0,False,False
610,0,1,0,0,0,0,0,False,False
611,0,1,0,0,0,0,0,False,False
612,0,1,0,0,0,0,0,False,True
613,0,1,0,0,0,0,0,False,True
614,0,1,0,0,0,0,0,False,True
615,0,1,0,0,0,0,0,False,True
616,0,1,0,0,0,0,0,False,True
617,0,1,0,0,0,0,0,False,False
618,0,1,0,0,0,0,0,False,True
619,0,1,0,0,0,0,0,False,False
620,0,1,0,0,0,0,0,False,True
621,0,1,0,0,0,0,0,False,True
622,0,1,0,0,0,0,0,False,True
623,0,1,0,0,0,0,0,False,True
624,0,1,0,0,0,0,0,False,False
625,0,1,0,0,0,0,0,False,True
626,0,1,0,0,0,0,0,False,True
627,0,1,0,0,0,0,0,False,True
628,0,1,0,0,0,0,0,False,True
629,0,1,0,0,0,0,0,False,True
630,0,1,0,0,0,0,0,False,True
631,0,1,0,0,0,0,0,False,True
632,0,1,0,0,0,0,0,False,True
633,0,1,0,0,0,0,0,False,True
634,0,1,0,0,0,0,0,False,False
635,1,0,0,0,0,0,0,False,False
636,1,0,0,0,0,0,0,False,False
637,0,1,0,0,0,0,0,False,True
638,0,1,0,0,0,0,0,False,True
639,0,1,0,0,0,0,0,False,True
640,0,1,0,0,0,0,0,False,True
641,0,1,0,0,0,0,0,False,False
642,0,1,0,0,0,0,0,False,True
643,0,1,0,0,0,0,0,False,True
644,0,1,0,0,0,0,0,False,False
645,0,1,0,0,0,0,0,False,True
646,0,1,0,0,0,0,0,False,True
647,0,1,0,0,0,0,0,False,False
648,0,1,0,0,0,0,0,False,True
649,0,1,0,0,0,0,0,False,True
650,0,1,0,0,0,0,0,False,True
651,0,1,0,0,0,0,0,False,True
652,0,1,0,0,0,0,0,False,True
653,0,1,0,0,0,0,0,False,True
654,0,1,0,0,0,0,0,False,True
655,0,1,0,0,0,0,0,False,True
656,0,1,0,0,0,0,0,False,False
657,0,1,0,0,0,0,0,False,True
658,0,1,0,0,0,0,0,False,True
659,0,1,0,0,0,0,0,False,True
660,0,1,0,0,0,0,0,False,True
661,0,1,0,0,0,0,0,False,True
662,0,1,0,0,0,0,0,False,True
663,0,1,0,0,0,0,0,False,True
664,0,1,0,0,0,0,0,False,False
665,0,1,0,0,0,0,0,False,False
666,0,1,0,0,0,0,0,False,True
667,0,1,0,0,0,0,0,False,False
668,0,1,0,0,0,0,0,False,False
669,0,1,0,0,0,0,0,False,False
670,0,1,0,0,0,0,0,False,True
671,0,1,0,0,0,0,0,False,False
672,0,1,0,0,0,0,0,False,False
673,0,1,0,0,0,0,0,False,False
674,0,1,0,0,0,0,0,False,False
675,0,1,0,0,0,0,0,False,False
676,0,1,0,0,0,0,0,False,True
677,0,1,0,0,0,0,0,False,True
678,0,1,0,0,0,0,0,False,True
679,0,1,0,0,0,0,0,False,False
680,0,1,0,0,0,0,0,False,True
681,0,1,0,0,0,0,0,False,False
682,0,1,0,0,0,0,0,False,True
683,0,1,0,0,0,0,0,False,True
684,0,1,0,0,0,0,0,False,True
685,0,1,0,0,0,0,0,False,True
686,0,1,0,0,0,0,0,False,True
687,0,1,0,0,0,0,0,False,False
688,0,1,0,0,0,0,0,False,True
689,0,1,0,0,0,0,0,False,False
690,0,1,0,0,0,0,0,False,True
691,0,1,0,0,0,0,0,False,False
692,0,1,0,0,0,0,0,False,False
693,0,1,0,0,0,0,0,False,True
694,0,1,0,0,0,0,0,False,True
